source,reaction,flux,required_by_n_species,completion_max_required_flux,metabolite,global_id,Metabolon ID,original_vmh_id,corrected_vmh_id,id_mapping_note,reaction_mapping_note,curation_class,curation_priority
Kindschuh_2023_GVM,EX_crn_m,1000,0,0.0,crn,EX_crn_m,carnitine,crn,crn,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_crtn_m,1000,0,0.0,crtn,EX_crtn_m,creatinine,crtn,crtn,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_dhap_m,1000,0,0.0,dhap,EX_dhap_m,dihydroxyacetone phosphate (DHAP),dhap,dhap,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_dmgly_m,1000,0,0.0,dmgly,EX_dmgly_m,dimethylglycine,dmgly,dmgly,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_dmlarg_m,1000,0,0.0,dmlarg,EX_dmlarg_m,dimethylarginine (ADMA + SDMA),dmlarg,dmlarg,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_ethamp_m,1000,0,0.0,ethamp,EX_ethamp_m,phosphoethanolamine (PE),ethamp,ethamp,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_ethmalac_m,1000,0,0.0,ethmalac,EX_ethmalac_m,ethylmalonate,ethmalac,ethmalac,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_fdp_m,1000,0,0.0,fdp,EX_fdp_m,Isobar: hexose diphosphates,fdp,fdp,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_forglu_m,1000,0,0.0,forglu,EX_forglu_m,formiminoglutamate,forglu,forglu,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_g3pc_m,1000,0,0.0,g3pc,EX_g3pc_m,glycerophosphorylcholine (GPC),g3pc,g3pc,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_g3pg_m,1000,0,0.0,g3pg,EX_g3pg_m,glycerophosphoglycerol,g3pg,g3pg,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_glcur_m,1000,0,0.0,glcur,EX_glcur_m,glucuronate,glcur,glcur,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_glutar_m,1000,0,0.0,glutar,EX_glutar_m,glutarate (C5-DC),glutar,glutar,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_glutcon_m,1000,0,0.0,glutcon,EX_glutcon_m,citraconate/glutaconate,glutcon,glutcon,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_glyb_m,1000,0,0.0,glyb,EX_glyb_m,betaine,glyb,glyb,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_glycR_m,1000,0,0.0,glyc_R,EX_glycR_m,glycerate,glyc_R,glyc_R,exact_vmh_id,agora2_high_confidence_reaction_alias,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_gudac_m,1000,0,0.0,gudac,EX_gudac_m,guanidinoacetate,gudac,gudac,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_guln_m,1000,0,0.0,guln,EX_guln_m,gulonate*,guln,guln,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_hcit_m,1000,0,0.0,hcit,EX_hcit_m,2-methylcitrate/homocitrate,hcit,hcit,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_im4ac_m,1000,0,0.0,im4ac,EX_im4ac_m,4-imidazoleacetate,im4ac,im4ac,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_inost_m,1000,0,0.0,inost,EX_inost_m,myo-inositol,C00137,inost,corrected_from_non_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_kynate_m,1000,0,0.0,kynate,EX_kynate_m,kynurenate,kynate,kynate,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_lac_L_m,1000,0,0.0,lac_L,EX_lac_L_m,lactate,lac_L,lac_L,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_leugly_m,1000,0,0.0,leugly,EX_leugly_m,leucylglycine,leugly,leugly,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_lyxnt_m,1000,0,0.0,lyxnt,EX_lyxnt_m,lyxonate,lyxnt,lyxnt,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_maltpt_m,1000,0,0.0,maltpt,EX_maltpt_m,maltopentaose,maltpt,maltpt,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_malttr_m,1000,0,0.0,malttr,EX_malttr_m,maltotriose,malttr,malttr,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_mana_m,1000,0,0.0,mana,EX_mana_m,mannonate*,mana,mana,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_mmet_m,1000,0,0.0,mmet,EX_mmet_m,S-methylmethionine,mmet,mmet,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_nadp_m,1000,0,0.0,nadp,EX_nadp_m,NAD+,nadp,nadp,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_pcrn_m,1000,0,0.0,pcrn,EX_pcrn_m,propionylcarnitine (C3),pcrn,pcrn,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_pcs_m,1000,0,0.0,pcs,EX_pcs_m,o-cresol sulfate,pcs,pcs,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_peamn_m,1000,0,0.0,peamn,EX_peamn_m,phenethylamine,peamn,peamn,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_pheacgln_m,1000,0,0.0,pheacgln,EX_pheacgln_m,phenylacetylglutamine,pheacgln,pheacgln,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_pime_m,1000,0,0.0,pime,EX_pime_m,pimelate (C7-DC),pime,pime,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_plac_m,1000,0,0.0,plac,EX_plac_m,phenyllactate (PLA),plac,plac,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_pmtcrn_m,1000,0,0.0,pmtcrn,EX_pmtcrn_m,palmitoylcarnitine (C16),pmtcrn,pmtcrn,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_pyr_m,1000,0,0.0,pyr,EX_pyr_m,pyruvate,pyr,pyr,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_quln_m,1000,0,0.0,quln,EX_quln_m,quinolinate,quln,quln,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_rbt_m,1000,0,0.0,rbt,EX_rbt_m,ribitol,rbt,rbt,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_rnam_m,1000,0,0.0,rnam,EX_rnam_m,nicotinamide riboside,rnam,rnam,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_sebacid_m,1000,0,0.0,sebacid,EX_sebacid_m,sebacate (C10-DC),sebacid,sebacid,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_sphgn_m,1000,0,0.0,sphgn,EX_sphgn_m,sphinganine,sphgn,sphgn,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_sphings_m,1000,0,0.0,sphings,EX_sphings_m,sphingosine,sphings,sphings,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_sprm_m,1000,0,0.0,sprm,EX_sprm_m,spermine,sprm,sprm,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_subeac_m,1000,0,0.0,subeac,EX_subeac_m,suberate (C8-DC),subeac,subeac,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_tcb_m,1000,0,0.0,tcb,EX_tcb_m,tricarballylate,tcb,tcb,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_thrnt_m,1000,0,0.0,thrnt,EX_thrnt_m,threonate,thrnt,thrnt,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_thym_m,1000,0,0.0,thym,EX_thym_m,thymine,thym,thym,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_tmao_m,1000,0,0.0,tmao,EX_tmao_m,trimethylamine N-oxide,tmao,tmao,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_tmlys_m,1000,0,0.0,tmlys,EX_tmlys_m,"N6,N6,N6-trimethyllysine",tmlys,tmlys,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_tym_m,1000,0,0.0,tym,EX_tym_m,tyramine,tym,tym,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_urate_m,1000,0,0.0,urate,EX_urate_m,urate,urate,urate,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_urcan_m,1000,0,0.0,urcan,EX_urcan_m,trans-urocanate,urcan,urcan,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_xylnt_m,1000,0,0.0,xylnt,EX_xylnt_m,arabonate/xylonate,xylnt,xylnt,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
Kindschuh_2023_GVM,EX_xylt_m,1000,0,0.0,xylt,EX_xylt_m,arabitol/xylitol,xylt,xylt,exact_vmh_id,standard_vmh_exchange_id,literature_vaginal_medium,
model_feasibility_required,EX_pheme_m,1000,310,7.94e-06,pheme,EX_pheme_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_thm_m,1000,272,7.94e-06,thm,EX_thm_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alahis_m,1000,261,0.002831091,alahis,EX_alahis_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_sheme_m,1000,247,7.94e-06,sheme,EX_sheme_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ribflv_m,1000,235,4e-05,ribflv,EX_ribflv_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_fol_m,1000,215,2.38e-05,fol,EX_fol_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glyasn_m,1000,171,0.005720022,glyasn,EX_glyasn_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_26dap_M_m,1000,163,0.001715462,26dap_M,EX_26dap_M_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glytyr_m,1000,143,0.00031481,glytyr,EX_glytyr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_metala_m,1000,143,0.000979401,metala,EX_metala_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ocdca_m,1000,129,0.000418602,ocdca,EX_ocdca_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_mqn8_m,1000,123,1.59e-05,mqn8,EX_mqn8_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alagln_m,1000,116,0.008475629,alagln,EX_alagln_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glyphe_m,1000,116,0.00020477,glyphe,EX_glyphe_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glymet_m,1000,112,0.000331446,glymet,EX_glymet_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_q8_m,1000,112,7.94e-06,q8,EX_q8_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_nmn_m,1000,110,0.001447442,nmn,EX_nmn_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_mqn7_m,1000,109,1.59e-05,mqn7,EX_mqn7_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glygln_m,1000,97,0.003646841,glygln,EX_glygln_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_12dgr180_m,1000,86,0.000940221,12dgr180,EX_12dgr180_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glycys_m,1000,86,0.000217152,glycys,EX_glycys_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alathr_m,1000,76,0.031824023,alathr,EX_alathr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ttdca_m,1000,73,0.00511104,ttdca,EX_ttdca_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alaleu_m,1000,72,0.001624204,alaleu,EX_alaleu_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_cytd_m,1000,71,0.002031287,cytd,EX_cytd_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glypro_m,1000,52,0.000981452,glypro,EX_glypro_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_stys_m,1000,52,0.011540788,stys,EX_stys_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_pydx_m,1000,50,2e-05,pydx,EX_pydx_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_2dmmq8_m,1000,46,7.94e-06,2dmmq8,EX_2dmmq8_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dextrin_m,1000,40,0.007305377,dextrin,EX_dextrin_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dgsn_m,1000,37,0.00027439,dgsn,EX_dgsn_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gthox_m,1000,31,3.97e-06,gthox,EX_gthox_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_thymd_m,1000,30,4.76e-05,thymd,EX_thymd_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dad_2_m,1000,27,0.000373629,dad_2,EX_dad_2_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gam_m,1000,24,0.016049645,gam,EX_gam_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_malthx_m,1000,24,0.007178115,malthx,EX_malthx_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_4abz_m,1000,23,2.38e-05,4abz,EX_4abz_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dcyt_m,1000,23,0.00023202,dcyt,EX_dcyt_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alaasp_m,1000,21,0.01604239,alaasp,EX_alaasp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_acgam_m,1000,20,0.019054484,acgam,EX_acgam_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_strch1_m,1000,19,0.003510326,strch1,EX_strch1_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_3mop_m,1000,18,0.001829203,3mop,EX_3mop_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_tre_m,1000,17,0.01962861,tre,EX_tre_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glyasp_m,1000,16,0.001911284,glyasp,EX_glyasp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_inulin_m,1000,16,0.001306785,inulin,EX_inulin_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_pydx5p_m,1000,16,0.001919704,pydx5p,EX_pydx5p_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_sucr_m,1000,16,0.02116055,sucr,EX_sucr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ddca_m,1000,14,0.000340736,ddca,EX_ddca_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_man6p_m,1000,13,0.001103236,man6p,EX_man6p_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_pullulan1200_m,1000,11,3.51e-05,pullulan1200,EX_pullulan1200_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alaglu_m,1000,10,0.000531746,alaglu,EX_alaglu_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gthrd_m,1000,10,7.94e-06,gthrd,EX_gthrd_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dpcoa_m,1000,9,1.59e-05,dpcoa,EX_dpcoa_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glyglu_m,1000,8,0.000684742,glyglu,EX_glyglu_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_mantr_m,1000,8,0.00842118,mantr,EX_mantr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_adocbl_m,1000,7,0.000201072,adocbl,EX_adocbl_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_amylopect900_m,1000,7,4.06e-05,amylopect900,EX_amylopect900_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_cellb_m,1000,7,0.018148624,cellb,EX_cellb_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ala_D_m,1000,6,0.000584233,ala_D,EX_ala_D_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_pydxn_m,1000,6,4.11e-06,pydxn,EX_pydxn_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_thmmp_m,1000,6,7.94e-06,thmmp,EX_thmmp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_xylan_m,1000,6,0.000156022,xylan,EX_xylan_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_amet_m,1000,5,0.000852318,amet,EX_amet_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_btn_m,1000,5,7.2e-06,btn,EX_btn_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dhnacoa_m,1000,5,1.56e-05,dhnacoa,EX_dhnacoa_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_h2s_m,1000,5,0.000213237,h2s,EX_h2s_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_lcts_m,1000,5,0.014338779,lcts,EX_lcts_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_sbt_D_m,1000,5,0.005388031,sbt_D,EX_sbt_D_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_tsul_m,1000,5,9.71e-05,tsul,EX_tsul_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_arabinogal_m,1000,4,3.65e-05,arabinogal,EX_arabinogal_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_eltr_m3_m,1000,4,5.52e-06,eltr_m3,EX_eltr_m3_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gal_m,1000,4,0.000331229,gal,EX_gal_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glygn2_m,1000,4,0.002747899,glygn2,EX_glygn2_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_kestopt_m,1000,4,0.005687977,kestopt,EX_kestopt_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_no3_m,1000,4,0.009371074,no3,EX_no3_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_raffin_m,1000,4,0.028033304,raffin,EX_raffin_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_srv_m,1000,4,0.017119037,srv,EX_srv_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_Lcystin_m,1000,3,1.57e-05,Lcystin,EX_Lcystin_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_chols_m,1000,3,7.94e-06,chols,EX_chols_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_for_m,1000,3,0.02137763,for,EX_for_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glyc_m,1000,3,0.020203217,glyc,EX_glyc_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gncore2_m,1000,3,0.002044884,gncore2,EX_gncore2_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_hspg_m,1000,3,0.001909275,hspg,EX_hspg_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_mnl_m,1000,3,0.006791197,mnl,EX_mnl_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_no2_m,1000,3,0.002776039,no2,EX_no2_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_pect_m,1000,3,7.64e-05,pect,EX_pect_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_r788_m,1000,3,0.001242145,r788,EX_r788_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_rbflvrd_m,1000,3,1.57e-05,rbflvrd,EX_rbflvrd_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_tet_m,1000,3,0.003852149,tet,EX_tet_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_xyl_D_m,1000,3,0.000884648,xyl_D,EX_xyl_D_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_2obut_m,1000,2,0.000326984,2obut,EX_2obut_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_4ahmmp_m,1000,2,3.1e-06,4ahmmp,EX_4ahmmp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_7a_czp_m,1000,2,0.00063752,7a_czp,EX_7a_czp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ac_m,1000,2,0.002773964,ac,EX_ac_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_alagly_m,1000,2,0.000497943,alagly,EX_alagly_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_arabttr_m,1000,2,0.006048233,arabttr,EX_arabttr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_chor_m,1000,2,1.44e-05,chor,EX_chor_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_cmp_m,1000,2,0.050905228,cmp,EX_cmp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_coa_m,1000,2,1.52e-05,coa,EX_coa_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_datp_m,1000,2,2.08e-05,datp,EX_datp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dsT_antigen_m,1000,2,0.000879495,dsT_antigen,EX_dsT_antigen_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_duri_m,1000,2,1.74e-05,duri,EX_duri_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_etoh_m,1000,2,0.000703456,etoh,EX_etoh_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gchola_m,1000,2,0.000523337,gchola,EX_gchola_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gtp_m,1000,2,0.023995339,gtp,EX_gtp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_lactl_m,1000,2,0.010782762,lactl,EX_lactl_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_lanost_m,1000,2,1.41e-05,lanost,EX_lanost_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_34dhphe_m,1000,1,0.000285893,34dhphe,EX_34dhphe_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_4hphac_m,1000,1,0.00012068,4hphac,EX_4hphac_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_bglc_m,1000,1,1.37e-07,bglc,EX_bglc_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_bocbnleu_m,1000,1,3.19e-05,bocbnleu,EX_bocbnleu_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_cellul_m,1000,1,7.42e-05,cellul,EX_cellul_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_chsterol_m,1000,1,2.71e-06,chsterol,EX_chsterol_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_cspg_b_m,1000,1,7.21e-05,cspg_b,EX_cspg_b_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_czp_m,1000,1,0.003568426,czp,EX_czp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dextran40_m,1000,1,0.000191322,dextran40,EX_dextran40_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_dhna_m,1000,1,1.59e-05,dhna,EX_dhna_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_din_m,1000,1,9.9e-05,din,EX_din_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_drib_m,1000,1,0.02328893,drib,EX_drib_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_etha_m,1000,1,0.000538054,etha,EX_etha_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_galt_m,1000,1,0.009795647,galt,EX_galt_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_gcald_m,1000,1,0.001933775,gcald,EX_gcald_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_glc3meacp_m,1000,1,5.7e-05,glc3meacp,EX_glc3meacp_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_hdca_m,1000,1,0.000275266,hdca,EX_hdca_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_lmn30_m,1000,1,0.000880941,lmn30,EX_lmn30_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_melib_m,1000,1,0.000156823,melib,EX_melib_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_pap_m,1000,1,0.000224292,pap,EX_pap_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_phpyr_m,1000,1,7.78e-05,phpyr,EX_phpyr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_rpn_104557_cb_glc_m,1000,1,0.000540638,rpn_104557_cb_glc,EX_rpn_104557_cb_glc_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_sbzcoa_m,1000,1,0.000228081,sbzcoa,EX_sbzcoa_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_starch1200_m,1000,1,3.46e-06,starch1200,EX_starch1200_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_xtsn_m,1000,1,1.98e-06,xtsn,EX_xtsn_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_xylottr_m,1000,1,0.008672459,xylottr,EX_xylottr_m,,,,,,species_model_feasibility_component,
model_feasibility_required,EX_ash_1g_m,1000,130,,ash_1g,EX_ash_1g(e),,,,,,CarveFungi_biomass_pseudometabolite,
